Time(s)	Delta1C(deg)	Delta2C(deg)	Delta3C(deg)	Delta4C(deg)	Delta1(deg)	Delta2(deg)	Delta3(deg)	Delta4(deg)
0.000	0.000000	0.000000	0.000000	0.000000	-1.588780	-0.243532	0.158931	-0.201911
0.010	0.000000	0.000000	0.000000	0.000000	-1.588780	-0.243532	0.158931	-0.201911
0.020	0.000000	0.000000	0.000000	0.000000	3.432124	4.461104	4.796096	5.429365
0.030	0.000000	0.000000	0.000000	0.000000	2.857391	4.167303	4.474816	4.402944
0.040	0.000000	0.000000	0.000000	0.000000	1.676857	2.926810	2.936050	3.028273
0.050	0.000000	0.000000	0.000000	0.000000	0.216723	1.376194	1.701655	1.671931
0.060	0.000000	0.000000	0.000000	0.000000	-0.653144	0.462146	0.467260	0.663839
0.070	0.000000	0.000000	0.000000	0.000000	-0.948277	0.445824	-0.175301	-0.032661
0.080	0.000000	0.000000	0.000000	0.000000	-1.274477	0.135701	-0.192211	0.315589
0.090	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	-0.158392	0.315589
0.100	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.032661
0.110	0.000000	0.000000	0.000000	0.000000	-1.258944	0.135701	-0.192211	-0.014332
0.120	0.000000	0.000000	0.000000	0.000000	-0.963811	0.152023	-0.192211	-0.032661
0.130	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.158392	-0.032661
0.140	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.032661
0.150	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	0.129070	-0.014332
0.160	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.158392	0.315589
0.170	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.014332
0.180	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	-0.158392	-0.014332
0.190	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.158100	-0.158392	-0.032661
0.200	0.000000	0.000000	0.000000	0.000000	-1.258944	0.135701	-0.175301	-0.032661
0.210	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	-0.175301	-0.032661
0.220	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	0.145979	0.315589
0.230	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.014332
0.240	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.158392	-0.032661
0.250	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.158100	-0.175301	0.315589
0.260	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.192211	-0.014332
0.270	0.000000	0.000000	0.000000	0.000000	-1.258944	0.135701	-0.175301	-0.032661
0.280	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	-0.175301	-0.032661
0.290	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	-0.158392	0.315589
0.300	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	0.145979	-0.032661
0.310	0.000000	0.000000	0.000000	0.000000	-0.963811	-0.174423	-0.175301	-0.032661
0.320	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.192211	-0.032661
0.330	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	0.129070	-0.032661
0.340	0.000000	0.000000	0.000000	0.000000	-0.963811	0.152023	-0.175301	-0.014332
0.350	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.175301	-0.032661
0.360	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	0.145979	-0.014332
0.370	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.014332
0.380	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	-0.175301	-0.014332
0.390	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	0.112160	-0.014332
0.400	0.000000	0.000000	0.000000	0.000000	-0.948277	0.135701	-0.192211	0.297260
0.410	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.175301	-0.032661
0.420	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.014332
0.430	0.000000	0.000000	0.000000	0.000000	-1.258944	0.135701	-0.175301	-0.050990
0.440	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.175301	-0.050990
0.450	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.014332
0.460	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.158392	-0.032661
0.470	0.000000	0.000000	0.000000	0.000000	-1.258944	0.135701	-0.158392	-0.014332
0.480	0.000000	0.000000	0.000000	0.000000	-1.243411	0.119378	-0.175301	-0.032661
0.490	0.000000	0.000000	0.000000	0.000000	-0.963811	0.135701	-0.158392	-0.032661
0.500	0.000000	0.000000	0.000000	0.000000	-0.948277	0.152023	-0.175301	-0.014332
0.510	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.175301	0.315589
0.520	0.000000	0.000000	0.000000	0.000000	-1.258944	-0.158100	-0.158392	-0.032661
0.530	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.014332
0.540	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	0.315589
0.550	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.032661
0.560	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	-0.175301	-0.014332
0.570	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.158392	-0.032661
0.580	0.000000	0.000000	0.000000	0.000000	-0.948277	0.152023	-0.175301	-0.032661
0.590	0.000000	0.000000	0.000000	0.000000	-1.243411	-0.174423	-0.158392	-0.032661
0.600	0.000000	0.000000	0.000000	0.000000	-0.932744	0.152023	-0.158392	-0.032661
0.610	0.000000	0.000000	0.000000	0.000000	-1.227877	0.135701	-0.175301	-0.032661
0.620	0.000000	0.000000	0.000000	0.000000	-1.227877	0.135701	-0.158392	-0.014332
0.630	0.000000	0.000000	0.000000	0.000000	-0.948277	0.135701	-0.175301	-0.014332
0.640	0.000000	0.000000	0.000000	0.000000	-1.227877	0.135701	-0.175301	-0.014332
0.650	0.000000	0.000000	0.000000	0.000000	-1.227877	0.152023	-0.175301	0.333918
0.660	0.000000	0.000000	0.000000	0.000000	-1.227877	0.119378	0.129070	-0.014332
0.670	0.000000	0.000000	0.000000	0.000000	-1.227877	0.135701	-0.158392	-0.014332
0.680	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.014332
0.690	0.000000	0.000000	0.000000	0.000000	-1.227877	0.152023	0.145979	0.315589
0.700	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.192211	-0.014332
0.710	0.000000	0.000000	0.000000	0.000000	-1.227877	0.135701	-0.175301	-0.014332
0.720	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	0.145979	0.003997
0.730	0.000000	0.000000	0.000000	0.000000	-1.227877	0.152023	-0.192211	-0.014332
0.740	0.000000	0.000000	0.000000	0.000000	-1.227877	0.135701	0.112160	-0.014332
0.750	0.000000	0.000000	0.000000	0.000000	-0.932744	0.135701	-0.175301	-0.014332
0.760	0.000000	0.000000	0.000000	0.000000	-1.227877	0.119378	-0.175301	-0.032661
0.770	0.000000	0.000000	0.000000	0.000000	-1.227877	0.135701	-0.192211	-0.014332
0.780	0.000000	0.000000	0.000000	0.000000	-0.932744	0.135701	-0.192211	-0.014332
0.790	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.158392	0.333918
0.800	0.000000	0.000000	0.000000	0.000000	-1.227877	0.135701	-0.175301	0.315589
0.810	0.000000	0.000000	0.000000	0.000000	-0.948277	0.135701	-0.175301	-0.014332
0.820	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.192211	-0.014332
0.830	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.032661
0.840	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.014332
0.850	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	0.129070	-0.032661
0.860	0.000000	0.000000	0.000000	0.000000	-0.948277	-0.158100	-0.192211	0.315589
0.870	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.158392	-0.014332
0.880	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.175301	-0.032661
0.890	0.000000	0.000000	0.000000	0.000000	-0.948277	0.135701	-0.158392	0.297260
0.900	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.158392	-0.032661
0.910	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.175301	-0.032661
0.920	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.192211	-0.032661
0.930	0.000000	0.000000	0.000000	0.000000	-1.258944	0.135701	-0.175301	0.315589
0.940	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.192211	-0.032661
0.950	0.000000	0.000000	0.000000	0.000000	-1.243411	0.152023	-0.175301	-0.032661
0.960	0.000000	0.000000	0.000000	0.000000	-1.258944	0.152023	-0.175301	-0.032661
0.970	0.000000	0.000000	0.000000	0.000000	-1.243411	0.135701	-0.175301	-0.032661
0.980	0.000000	0.000000	0.000000	0.000000	-1.227877	0.168345	-0.175301	0.315589
0.990	0.000000	0.000000	0.000000	0.000000	-0.963811	0.135701	0.129070	-0.014332
1.000	0.000000	0.000000	0.000000	0.000000	-1.243411	0.168345	-0.175301	-0.032661
1.010	-5.000000	-5.000000	-5.000000	-5.000000	-1.243411	0.152023	-0.158392	-0.032661
1.020	-5.000000	-5.000000	-5.000000	-5.000000	-1.258944	0.152023	-0.175301	0.315589
1.030	-5.000000	-5.000000	-5.000000	-5.000000	-1.243411	0.119378	-0.158392	-0.032661
1.040	-5.000000	-5.000000	-5.000000	-5.000000	-1.243411	0.152023	-0.175301	-0.032661
1.050	-5.000000	-5.000000	-5.000000	-5.000000	-1.818144	-0.468224	-0.784044	-0.710832
1.060	-5.000000	-5.000000	-5.000000	-5.000000	-3.278278	-1.708717	-2.035348	-2.085503
1.070	-5.000000	-5.000000	-5.000000	-5.000000	-4.458812	-3.243011	-3.269743	-3.423516
1.080	-5.000000	-5.000000	-5.000000	-5.000000	-5.344212	-4.483504	-4.521047	-4.798187
1.090	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.467182	-5.129790	-5.458029
1.100	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.129790	-5.128108
1.110	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.476358
1.120	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.434161	-5.128108
1.130	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.146437
1.140	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.476358
1.150	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.451070	-5.476358
1.160	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.129790	-5.128108
1.170	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.434161	-5.109779
1.180	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.146699	-5.128108
1.190	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.451070	-5.146437
1.200	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.451070	-5.128108
1.210	-5.000000	-5.000000	-5.000000	-5.000000	-5.608279	-4.793627	-5.451070	-5.128108
1.220	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.146699	-5.128108
1.230	-5.000000	-5.000000	-5.000000	-5.000000	-5.328679	-4.793627	-5.434161	-5.476358
1.240	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.451070	-5.128108
1.250	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.434161	-5.494687
1.260	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.451070	-5.128108
1.270	-5.000000	-5.000000	-5.000000	-5.000000	-5.918946	-4.809950	-5.451070	-5.128108
1.280	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.129790	-5.128108
1.290	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.146699	-5.128108
1.300	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.129790	-5.128108
1.310	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.809950	-5.451070	-5.128108
1.320	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.434161	-5.128108
1.330	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.434161	-5.128108
1.340	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.434161	-5.128108
1.350	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.451070	-5.109779
1.360	-5.000000	-5.000000	-5.000000	-5.000000	-5.608279	-4.793627	-5.129790	-5.128108
1.370	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.129790	-5.128108
1.380	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.434161	-5.439700
1.390	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.451070	-5.128108
1.400	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.128108
1.410	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.451070	-5.128108
1.420	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.128108
1.430	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.451070	-5.476358
1.440	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.146699	-5.458029
1.450	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-5.103751	-5.129790	-5.146437
1.460	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.809950	-5.129790	-5.109779
1.470	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.809950	-5.434161	-5.476358
1.480	-5.000000	-5.000000	-5.000000	-5.000000	-5.918946	-4.793627	-5.434161	-5.458029
1.490	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.434161	-5.476358
1.500	-5.000000	-5.000000	-5.000000	-5.000000	-5.328679	-4.809950	-5.434161	-5.128108
1.510	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.434161	-5.128108
1.520	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.451070	-5.128108
1.530	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.129790	-5.476358
1.540	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.451070	-5.458029
1.550	-5.000000	-5.000000	-5.000000	-5.000000	-5.608279	-4.793627	-5.129790	-5.458029
1.560	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.129790	-5.128108
1.570	-5.000000	-5.000000	-5.000000	-5.000000	-5.918946	-4.793627	-5.451070	-5.128108
1.580	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.129790	-5.128108
1.590	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.458029
1.600	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.146699	-5.146437
1.610	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.129790	-5.146437
1.620	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.109779
1.630	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.146699	-5.476358
1.640	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.434161	-5.128108
1.650	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.129790	-5.458029
1.660	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.434161	-5.128108
1.670	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.417251	-5.109779
1.680	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.112880	-5.109779
1.690	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.417251	-5.109779
1.700	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.434161	-5.458029
1.710	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.417251	-5.146437
1.720	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-5.103751	-5.434161	-5.146437
1.730	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.434161	-5.128108
1.740	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.146699	-5.128108
1.750	-5.000000	-5.000000	-5.000000	-5.000000	-5.918946	-4.777305	-5.112880	-5.128108
1.760	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.483504	-5.451070	-5.476358
1.770	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.112880	-5.128108
1.780	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.434161	-5.476358
1.790	-5.000000	-5.000000	-5.000000	-5.000000	-5.328679	-4.793627	-5.112880	-5.128108
1.800	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.476358
1.810	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.146437
1.820	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.451070	-5.128108
1.830	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.434161	-5.109779
1.840	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.129790	-5.458029
1.850	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.451070	-5.109779
1.860	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.451070	-5.128108
1.870	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.434161	-5.128108
1.880	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.434161	-5.146437
1.890	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.434161	-5.128108
1.900	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.146699	-5.458029
1.910	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.434161	-5.146437
1.920	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.451070	-5.109779
1.930	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.451070	-5.146437
1.940	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.451070	-5.146437
1.950	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.434161	-5.476358
1.960	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.129790	-5.146437
1.970	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.129790	-5.109779
1.980	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.128108
1.990	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.129790	-5.476358
2.000	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.434161	-5.128108
2.010	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.129790	-5.128108
2.020	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.434161	-5.146437
2.030	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.129790	-5.476358
2.040	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.760983	-5.434161	-5.476358
2.050	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.112880	-5.128108
2.060	-5.000000	-5.000000	-5.000000	-5.000000	-5.654879	-4.777305	-5.129790	-5.128108
2.070	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.128108
2.080	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.129790	-5.128108
2.090	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.434161	-5.128108
2.100	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.777305	-5.434161	-5.128108
2.110	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.793627	-5.129790	-5.128108
2.120	-5.000000	-5.000000	-5.000000	-5.000000	-5.344212	-4.793627	-5.129790	-5.109779
2.130	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.777305	-5.112880	-5.109779
2.140	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.434161	-5.458029
2.150	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.809950	-5.451070	-5.109779
2.160	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.434161	-5.128108
2.170	-5.000000	-5.000000	-5.000000	-5.000000	-5.623812	-4.793627	-5.129790	-5.458029
2.180	-5.000000	-5.000000	-5.000000	-5.000000	-5.639346	-4.760983	-5.451070	-5.109779
